"","iso_code","year","collector","number","family","species","sp_code","qds","lat","long","pathway","weight","d.15NAIR","d.13CVPDB","X.N","X.C","C.N","d13_atmos","delta.disc","wetstart","wetend","wetlength","wetrain","wetdaily","wetlambda","avg_temp_anomaly","co2_ppm"
"99",127,1969,"Mogg, A.O.D.","34154","Poaceae","Hyparrhenia hirta","HH","2627BB",-26.125,27.875,"C4",1.658,1.9,-12,0.3,45.4,129.8,-7.305,4.752024291,127.666666666667,325.666666666667,198,583.366666666667,2.93271942923511,6.69714285714286,0.199734732508659,322.93
"100",128,1937,"Cohen, E.","671","Poaceae","Hyparrhenia hirta","HH","2627BB",-26.125,27.875,"C4",1.681,1.7,-10.6,1,42.2,42.6,-6.95,3.689104508,129.6,285,155.4,719.34,4.60105972086985,12.1184623387075,0.349530458450317,309.01
"101",130,1985,"Ekokonsult","33-41","Poaceae","Hyparrhenia hirta","HH","2528CC",-25.875,28.125,"C4",1.927,1.3,-12.1,1.8,43.4,24.6,-7.706,4.447818605,125.5,257,131.5,541.7,4.17058440790252,11.7155971479501,-0.0973278060555458,343.13
"102",131,1929,"Skea, D.","69","Poaceae","Hyparrhenia hirta","HH","2528CC",-25.875,28.125,"C4",1.621,2,-10.3,2.3,44.4,19.5,-6.841285714,3.494709797,140.5,279.5,139,558.25,3.99140114379085,12.8078689370485,-0.122577384114265,306.12
"103",132,1974,"Kok, P.D.F.","518","Poaceae","Digitaria eriantha","DE","2528CC",-25.875,28.125,"C4",1.813,0,-10.8,1.1,44.2,40.4,-7.483,3.353214719,88,264,176,699.733333333333,3.97162542116881,10.228702963222,-0.310238927602768,329.19
"104",134,1931,"Obermeyer, A.A.","TRV 29134","Poaceae","Digitaria eriantha","DE","2528CC",-25.875,28.125,"C4",1.882,5,-11.1,2,43,21.2,-6.9815,4.164728486,128.5,285.5,157,407.4,2.57848101265823,10.620051579626,0.241019055247307,306.5
"105",137,1925,"McClean, A.P.D.","20","Poaceae","Digitaria eriantha","DE","2528CC",-25.875,28.125,"C4",1.711,2.5,-10,2.5,45,18.3,-6.968,3.062626263,118.5,308,189.5,847.85,4.45206907967336,10.2788936232736,0.0634098127484322,305.06
"106",138,1929,"Mogg, A.O.D.","PRE 7969","Poaceae","Digitaria eriantha","DE","2528CC",-25.875,28.125,"C4",1.966,1.7,-10.5,1.9,43.7,22.9,-6.841285714,3.697538439,140.5,279.5,139,558.25,3.99140114379085,12.8078689370485,-0.122577384114265,306.12
"107",140,1974,"Kok, P.D.F.","517","Poaceae","Digitaria eriantha","DE","2528CC",-25.875,28.125,"C4",1.74,2.7,-11.9,1.2,43.1,36.4,-7.483,4.470195324,88,264,176,699.733333333333,3.97162542116881,10.228702963222,-0.310238927602768,329.19
"108",141,1978,"Smook, L.","1078","Poaceae","Koeleria capensis","KC","2829CC",-28.875,29.125,"C3",1.734,-1.6,-26.5,2.2,43.6,19.9,-7.502,19.51515152,81,292,211,1127.5,5.31839622641509,16.1071428571429,-0.0687627121806145,333.77
"109",142,1917,"Pole-Evans, I.B.","130","Poaceae","Digitaria eriantha","DE","2528CC",-25.875,28.125,"C4",1.761,6.3,-9.6,1.2,42.3,33.9,-6.919656769,2.70632394,137.5,236.5,99,491,4.91446578631453,11.4186046511628,-1.1575140953064,302.59
"110",144,1934,"Pole-Evans, I.B.","3690","Poaceae","Hyparrhenia hirta","HH","2528CC",-25.875,28.125,"C4",1.85,4.3,-10.3,1.4,45.7,32,-6.961154178,3.373593838,123.75,243,119.25,712.2,5.92347017143162,15.2295098476966,0.0997673273086548,307.44
"111",145,1925,"Hector, J.","1010","Poaceae","Digitaria eriantha","DE","2528CC",-25.875,28.125,"C4",1.894,4.4,-10.6,2.1,43.5,20.8,-6.968,3.670911664,118.5,308,189.5,847.85,4.45206907967336,10.2788936232736,0.0634098127484322,305.06
"112",147,1925,"McClean, A.P.D.","31","Poaceae","Hyparrhenia hirta","HH","2528CC",-25.875,28.125,"C4",1.854,4.1,-10.4,1.9,46.1,23.9,-6.968,3.468067906,118.5,308,189.5,847.85,4.45206907967336,10.2788936232736,0.0634098127484322,305.06
"113",148,1925,"Hector, J.","1011","Poaceae","Hyparrhenia hirta","HH","2528CC",-25.875,28.125,"C4",1.899,4,-9.7,1.2,42.1,34,-6.968,2.758759972,118.5,308,189.5,847.85,4.45206907967336,10.2788936232736,0.0634098127484322,305.06
"114",150,1928,"Bevan, N.","PRE 7602","Poaceae","Digitaria eriantha","DE","2528CC",-25.875,28.125,"C4",1.94,4.5,-10.8,1.6,43.4,26.4,-6.8392439,4.003999293,105,254,149,682,4.54666666666667,15.4637429882713,0.342811316251755,305.87
"115",151,1929,"Stent, S.M.","PRE 8088","Poaceae","Digitaria eriantha","DE","2528CC",-25.875,28.125,"C4",1.803,4.2,-10.6,1.6,42.2,25.7,-6.841285714,3.798983511,140.5,279.5,139,558.25,3.99140114379085,12.8078689370485,-0.122577384114265,306.12
"116",152,1929,"Sandwith, C.","103B","Poaceae","Koeleria capensis","KC","3418BB",-34.125,18.875,"C3",1.74,4.2,-26.8,1.1,43.5,40.8,-6.841285714,20.50833774,99,243,144,509.5,3.51379310344828,11.0760869565217,-0.169252052903175,306.12
"117",153,1981,"McDonald, D.J.","620","Poaceae","Koeleria capensis","KC","3418BB",-34.125,18.875,"C3",1.761,-3.1,-24.9,1,44.9,44.7,-7.610985883,17.73050366,170,262,92,422.4,4.54193548387097,10.8307692307692,-0.33577723801136,337.45
"118",154,1978,"Boucher, C.","3490","Poaceae","Koeleria capensis","KC","3418BB",-34.125,18.875,"C3",1.822,-1.2,-27.5,0.8,43.8,57.8,-7.502,20.56349614,87,304,217,507.4,2.32752293577982,8.6,-0.625574558973312,333.77
"119",155,1944,"Parker, R.N.","3954","Poaceae","Koeleria capensis","KC","3418BB",-34.125,18.875,"C3",1.896,1.4,-28.5,1.5,42.8,29.1,-7.079100425,22.04930476,127,277,150,718,4.75496688741722,11.5806451612903,0.0164176078978926,311.86
"120",156,1921,"Rogers, F.A.","26640","Poaceae","Koeleria capensis","KC","3418BB",-34.125,18.875,"C3",1.863,3.7,-28,0.5,40.2,74.6,-6.89513872,21.71282025,154,250,96,593.2,6.11546391752577,12.3583333333333,-0.252918750047684,304.46
"121",158,1976,"Du Toit, P.C.V.","1877","Poaceae","Koeleria capensis","KC","3419BD",-34.375,19.875,"C3",1.624,-2.2,-27.8,1.9,42.9,22.8,-7.4425,20.93962148,116,224,108,321.3,2.94770642201835,11.9,-0.481001526117325,331.57
"122",159,1978,"Cleghorn, W.B.","3150","Poaceae","Koeleria capensis","KC","3419BD",-34.375,19.875,"C3",1.759,-1.8,-25.8,1.1,43.9,38.4,-7.502,18.78259084,202,249,47,218.4,4.55,12.8470588235294,-1.09586977958679,333.77
"123",160,1978,"Cleghorn, W.B.","3115","Poaceae","Koeleria capensis","KC","3419BD",-34.375,19.875,"C3",1.771,0.1,-27.6,1.5,43.9,28.8,-7.502,20.6684492,202,249,47,218.4,4.55,12.8470588235294,-1.09586977958679,333.77
"124",161,1988,"Spies, J.J.","3859","Poaceae","Pentameris pallida","PP","3319AD",-33.375,19.375,"C3",1.659,-3.6,-29.5,2.5,44.2,17.7,-7.804333333,22.3551434,92,269,177,427.8,2.40337078651685,7.37586206896552,0.444533258676529,347.79
"125",162,1948,"Liebenberg, L.C.C.","4325","Poaceae","Pentameris pallida","PP","3319AD",-33.375,19.375,"C3",1.807,-1.6,-29.8,1.5,44.6,29.3,-7.043,23.45598846,69,284,215,490.8,2.27222222222222,10.4425531914894,-0.179151058197021,311.55
"126",164,1988,"Spies, J.J.","3860","Poaceae","Pentameris pallida","PP","3319AD",-33.375,19.375,"C3",1.912,8,-29.6,1.6,45.2,28.1,-7.804333333,22.46049739,92,269,177,427.8,2.40337078651685,7.37586206896552,0.444533258676529,347.79
"127",165,1973,"Esterhuysen, E.E.","33339","Poaceae","Pentameris pallida","PP","3319AD",-33.375,19.375,"C3",1.702,5.4,-29.9,0.7,45.9,63.4,-7.39275,23.20095866,181,279,98,341.5,3.44949494949495,12.6481481481481,-0.122854642570019,327.92
"128",166,1979,"Goldblatt, P.","5234","Poaceae","Pentameris pallida","PP","3319AD",-33.375,19.375,"C3",1.797,-2.5,-29.4,1.2,43.8,35.3,-7.539666667,22.52249468,141,294,153,383.6,2.49090909090909,10.6555555555556,-0.114487737417221,334.91
"129",167,1983,"Hilliard, O.M.","16964","Poaceae","Koeleria capensis","KC","2929BC",-29.375,29.625,"C3",1.674,-2.1,-27,1,42.5,41.5,-7.65725,19.8794964,63,230.5,167.5,541.8,3.3466875182909,12.7228587015821,-0.20749868452549,340.22
"130",168,1978,"Smook, L.","1061","Poaceae","Koeleria capensis","KC","2929BC",-29.375,29.625,"C3",1.929,4.8,-26.4,1.3,43.9,33.1,-7.502,19.4104355,81,275.5,194.5,739.9,3.77333148529489,12.1927091740651,-0.199712574481964,333.77
"131",169,1977,"Du Toit, P.C.V.","2503","Poaceae","Koeleria capensis","KC","2929BC",-29.375,29.625,"C3",1.81,0.2,-26.5,2.2,44.2,20,-7.4844,19.53323061,87.5,266,178.5,823.7,4.67171617471956,15.5877316403569,0.054588433355093,332.67
"132",172,1918,"Mogg, A.O.D.","3271","Poaceae","Koeleria capensis","KC","2929BC",-29.375,29.625,"C3",1.701,1.4,-26.6,1.7,42.1,25.1,-6.938044526,20.19925567,117,244,127,981.7,7.66953125,12.27125,-0.282257199287415,303.2
"133",173,1975,"Du Toit, P.C.V.","696","Poaceae","Koeleria capensis","KC","2929CB",-29.625,29.375,"C3",1.744,-3.9,-27.2,1.7,44.2,26.4,-7.417666667,20.33545779,119,276,157,706.3,4.47025316455696,9.41733333333333,-0.0752576068043709,330.41
"134",174,1982,"Manning, J.C.","15904","Poaceae","Koeleria capensis","KC","2929CB",-29.625,29.375,"C3",1.803,-4.6,-26.5,1.1,43.9,40.8,-7.643,19.3703133,130,267,137,630,4.56521739130435,8.4,-0.0106948791071773,338.81
"135",175,1991,"Moss, H.","1770","Poaceae","Koeleria capensis","KC","2929CB",-29.625,29.375,"C3",1.87,-7,-25.4,1.3,44.2,34.5,-7.850039383,18.00734724,151,268,117,741,6.27966101694915,11.7619047619048,-0.479026347398758,352.31
"136",176,1962,"Acocks, J.P.H.","22153","Poaceae","Koeleria capensis","KC","2929CB",-29.625,29.375,"C3",1.618,-0.8,-26.6,1.4,43.4,30.5,-7.091,20.0421204,135,268,133,928,6.92537313432836,14.0606060606061,0.195361733436584,316.87
"137",177,1975,"Du Toit, P.C.V.","704A","Poaceae","Koeleria capensis","KC","2929CB",-29.625,29.375,"C3",1.711,-5.3,-28,1.4,44.8,32.3,-7.417666667,21.17524005,119,276,157,706.3,4.47025316455696,9.41733333333333,-0.0752576068043709,330.41
"138",178,1975,"Du Toit, P.C.V.","705","Poaceae","Koeleria capensis","KC","2929CB",-29.625,29.375,"C3",1.644,-3.4,-27.8,1.4,44.7,32.9,-7.417666667,20.96516492,119,276,157,706.3,4.47025316455696,9.41733333333333,-0.0752576068043709,330.41
"139",179,1975,"Du Toit, P.C.V.","703","Poaceae","Koeleria capensis","KC","2929CB",-29.625,29.375,"C3",1.773,-3.6,-28.1,1.7,44.2,26.1,-7.417666667,21.28031005,119,276,157,706.3,4.47025316455696,9.41733333333333,-0.0752576068043709,330.41
"140",180,1977,"Du Toit, P.C.V.","2299","Poaceae","Koeleria capensis","KC","2929CB",-29.625,29.375,"C3",1.921,0.4,-26.3,2.5,43.1,17.3,-7.4844,19.32381637,87,281,194,803.8,4.12205128205128,11.0109589041096,-0.103829130530357,332.67
"141",183,1979,"Smook, L.","1383","Poaceae","Koeleria capensis","KC","2929AD",-29.375,29.375,"C3",1.758,1.2,-25.6,2.2,44.2,20.1,-7.539666667,18.53482485,114,247,133,850.2,6.34477611940298,12.8818181818182,0.0823111459612846,334.91
"142",187,1955,"Jacot Guillarmod, A.F.M.G.","2360","Poaceae","Koeleria capensis","KC","2929AD",-29.375,29.375,"C3",1.822,2.3,-26.8,1.3,41.7,31.3,-7.049520585,20.29436849,118,253,135,892.9,6.56544117647059,13.3268656716418,0.344314217567444,313.95
"143",188,1955,"Jacot Guillarmod, A.F.M.G.","2344","Poaceae","Koeleria capensis","KC","2929AD",-29.375,29.375,"C3",1.608,-0.2,-25.6,2.7,62.1,22.7,-7.049520585,19.03784833,118,253,135,892.9,6.56544117647059,13.3268656716418,0.344314217567444,313.95
"144",189,1919,"Bryant, E.G.","A23","Poaceae","Hyparrhenia hirta","HH","2628AA",-26.125,28.125,"C4",1.799,10.1,-10.4,2.1,45.6,22,-6.94453502,3.491779487,96.6666666666667,250.666666666667,154,633.133333333333,4.13396718601135,10.3560955729021,-1.09962630271912,303.7
"145",190,1908,"Leendertz, R.","TRV 6168","Poaceae","Hyparrhenia hirta","HH","2628AA",-26.125,28.125,"C4",1.771,1,-10.1,2.5,44.2,17.5,-6.838275076,3.295004469,99.5,269,169.5,615.3,3.62019693272917,8.39264239028945,-0.661093890666962,298.1
"146",191,1933,"Meebold, A.","13885","Poaceae","Hyparrhenia hirta","HH","2628AA",-26.125,28.125,"C4",1.665,8,-11.9,1.2,42.6,37,-6.912,5.048072057,117.444444444444,279.555555555556,162.111111111111,433.088888888889,2.69064554634592,7.94812830192542,-0.982885539531708,307.07
"147",192,1937,"Cohen, E.","672","Poaceae","Hyparrhenia hirta","HH","2628AA",-26.125,28.125,"C4",1.668,9.4,-9.3,1.8,42,23.4,-6.95,2.372060159,130,256.25,126.25,621.9125,4.99650853585777,11.6378004487475,0.26164922118187,309.01
"148",195,1934,"van O'Bruyn, O.","154","Poaceae","Hyparrhenia hirta","HH","2628AA",-26.125,28.125,"C4",1.726,-2.4,-10.4,1.6,44.7,28.6,-6.961154178,3.474985673,123,235.375,112.375,712.725,6.42481190286414,12.8909185560247,0.0997673273086548,307.44
"149",196,1986,"Jeffers, L.N.","505","Poaceae","Digitaria eriantha","DE","2627CA",-26.625,27.125,"C4",1.725,1.8,-12.7,2.5,45.5,18,-7.734,5.029879469,118,267,149,412.125,2.77722457438388,7.5253298558414,-0.0975582152605057,344.66
"150",197,1979,"Brooks, W.","85","Poaceae","Digitaria eriantha","DE","2627CA",-26.625,27.125,"C4",1.862,1.2,-10.9,1.3,42.9,32.8,-7.539666667,3.397364608,106.666666666667,248.333333333333,141.666666666667,339.1,2.3789309683605,8.77587212095973,-0.134635917842388,334.91
"151",198,1911,"Burtt Davy, J.","11459","Poaceae","Digitaria eriantha","DE","2627CA",-26.625,27.125,"C4",1.886,5,-11.1,2.4,46.1,19,-6.888546675,4.258725175,104,322,218,592.7,2.70639269406393,7.40875,-0.774409800767899,298.83
"152",199,1988,"Saayman, E.J.L.","146","Poaceae","Digitaria eriantha","DE","2627CA",-26.625,27.125,"C4",1.811,-1.2,-11.8,2.6,43.9,16.8,-7.804333333,4.043378533,66,255,189,706.25,3.71710526315789,11.7750946969697,0.731848418712616,347.79
"153",200,1974,"Kok, P.","618","Poaceae","Digitaria eriantha","DE","2627CA",-26.625,27.125,"C4",1.783,1.6,-11.5,1.5,44.2,28.9,-7.483,4.063732929,112,299.5,187.5,625.3,3.31742795226838,9.9707982209738,-0.154384585330263,329.19
"154",201,1931,"Pole-Evans, I.B.","3120","Poaceae","Digitaria eriantha","DE","2627CA",-26.625,27.125,"C4",1.594,2,-10.9,1.9,42.2,22.6,-6.9815,3.961682337,170.25,292.5,122.25,414.85,3.38886785308595,11.3800297619048,0.391702473163605,306.5
"155",202,1959,"van Rensburg, W.L.J.","248","Poaceae","Pentameris pallida","PP","3318DD",-33.875,18.875,"C3",1.87,1.4,-27.2,2.2,42.6,19.6,-7.067,20.69592928,92,151,59,414,6.9,17.25,0.35000091791153,315.19
"156",203,1975,"Haynes, R.A.","1199","Poaceae","Pentameris pallida","PP","3318DD",-33.875,18.875,"C3",1.562,0.9,-27.3,2.3,47.3,20.6,-7.417666667,20.44035503,106,226,120,529.2,4.36015641078412,10.7371323529412,-0.530697226524353,330.41
"157",205,1964,"Taylor, H.C.","6031","Poaceae","Pentameris pallida","PP","3318DD",-33.875,18.875,"C3",1.869,-0.4,-28.5,1,43.8,46,-7.066939165,22.06182278,124,244,120,452,3.73553719008264,11.5897435897436,0.123651996254921,318.59
"158",206,1974,"Ellis, R.P.","2210","Poaceae","Pentameris pallida","PP","3318DD",-33.875,18.875,"C3",1.783,1.9,-28.8,0.9,39.2,44.1,-7.483,21.94913509,119,298,179,751.3,4.17388888888889,10.4274122807018,-0.543694078922272,329.19
"159",207,1961,"van der Merwe, P.","25-8","Poaceae","Pentameris pallida","PP","3318DD",-33.875,18.875,"C3",1.811,-0.4,-29.4,1.1,39.2,36.9,-7.10056577,22.97489618,119,258,139,485.4,3.46714285714286,10.5521739130435,0.153422445058823,316.05
"160",208,1960,"van der Merwe, P.","24-26","Poaceae","Pentaschistis pallida","PP","3318DD",-33.875,18.875,"C3",1.833,-1.4,-27.9,2.6,45.8,17.5,-7.084214775,21.41321389,127,174,47,312.8,6.51666666666667,14.8952380952381,0.112666547298431,315.49
"161",209,1944,"Liebenberg, LCC","4046","Poaceae","Pentaschistis pallida","PP","3318DD",-33.875,18.875,"C3",1.568,6.6,-29.5,0.4,40.6,92.3,-7.079100425,23.10242099,127,276,149,678.9,4.52446330948042,10.7887600806452,0.00458832690492272,311.86
"162",210,1974,"Ellis, R.P.","2229","Poaceae","Pentameris pallida","PP","3318DD",-33.875,18.875,"C3",1.912,-2.9,-30.4,1.9,45.3,23.5,-7.483,23.6355198,119,298,179,751.3,4.17388888888889,10.4274122807018,-0.543694078922272,329.19
"163",211,1941,"Adamson, R.S.","3277","Poaceae","Pentameris pallida","PP","3318DD",-33.875,18.875,"C3",1.707,1.3,-29.4,1.7,44.3,26,-6.999,23.07953843,99.5,266.5,167,852.45,5.07410714285714,11.4749112726044,-0.213589787483215,311.01
"164",212,1949,"Esterhuysen, EE","15995","Poaceae","Pentameris pallida","PP","3318DD",-33.875,18.875,"C3",1.901,3.6,-29.2,2.5,44.7,18,-7.03233859,22.83442667,112,248,136,420.55,3.06970802919708,9.08926252319109,-0.424743384122849,311.62
"165",213,1948,"Adamson, R.S.","4074","Poaceae","Pentameris pallida","PP","3318DD",-33.875,18.875,"C3",1.777,-0.4,-28.8,1.4,43.5,30.9,-7.043,22.40218287,126.5,284,157.5,570.75,3.60141708462703,8.89340646094503,-0.22654315829277,311.55
"166",214,1974,"Ellis, R.P.","2263","Poaceae","Pentameris pallida","PP","3318DD",-33.875,18.875,"C3",1.82,-0.7,-28.3,2,44.8,22.3,-7.483,21.42327879,119,298,179,751.3,4.17388888888889,10.4274122807018,-0.543694078922272,329.19
"167",215,1974,"Ellis, R.P.","2223","Poaceae","Pentameris pallida","PP","3318DD",-33.875,18.875,"C3",1.755,-2.1,-28.7,1.6,44.8,27.4,-7.483,21.84392052,119,298,179,751.3,4.17388888888889,10.4274122807018,-0.543694078922272,329.19
"168",216,1974,"Ellis, R.P.","2262","Poaceae","Pentameris pallida","PP","3318DD",-33.875,18.875,"C3",1.809,-0.6,-28.1,1.2,44.3,36.7,-7.483,21.21308777,119,298,179,751.3,4.17388888888889,10.4274122807018,-0.543694078922272,329.19
"169",217,1969,"van der Merwe, C.V.","1320","Poaceae","Pentameris pallida","PP","3318DD",-33.96666667,18.91666667,"C3",1.628,3.5,-29.6,0.5,43.6,79.5,-7.305,22.97506183,153,289,136,361.3,2.63507566069906,7.43944444444444,-0.274688124656677,322.93
"170",218,1962,"van der Merwe, P.","954","Poaceae","Pentameris pallida","PP","3318DD",-33.875,18.875,"C3",1.725,-0.8,-25.2,1.6,44.6,28.4,-7.091,18.57714403,157,238,81,580.8,7.08292682926829,15.6972972972973,0.0947717428207397,316.87
"171",219,1963,"Taylor, H.C.","5586","Poaceae","Pentameris pallida","PP","3318DD",-33.875,18.875,"C3",1.683,-3.1,-30.4,0.6,44.2,70.1,-7.055,24.07693894,133,236,103,467.6,4.49615384615385,12.6378378378378,0.227128744125366,317.77
"172",220,1902,"Marloth, H.W.R.","3036B","Poaceae","Pentameris pallida","PP","3318DD",-33.875,18.875,"C3",1.802,5.2,-28.2,0.7,41.5,60.8,-6.769743787,22.05212617,140,274,134,787.3,5.83185185185185,11.4101449275362,-0.674485623836517,295.95
"173",226,1964,"Moll, E.J.","1208","Poaceae","Koeleria capensis","KC","2930AC",-29.375,30.125,"C3",1.831,0.3,-25.7,1.9,44.7,24.1,-7.066939165,19.12456208,108,232,124,689.45,5.55235123175484,11.9768148820327,-0.140571758151054,318.59
"174",228,1947,"Acocks, J.P.H.","13873","Poaceae","Koeleria capensis","KC","2930AC",-29.375,30.125,"C3",1.75,-4.5,-26.9,1.6,43.7,27.9,-7.013,20.43674854,110,275.5,165.5,752.3,4.49567567567567,8.65280032467533,0.460686802864075,311.62
"175",230,1964,"Moll, E.J.","1094","Poaceae","Koeleria capensis","KC","2930AC",-29.375,30.125,"C3",1.838,-0.3,-28,2.3,41.2,17.8,-7.066939165,21.53607082,108,232,124,689.45,5.55235123175484,11.9768148820327,-0.140571758151054,318.59
"176",238,1969,"Stehle, T.C.","TS.230","Poaceae","Pentameris densifolia","PP","3319AC",-33.375,19.125,"C3",1.729,0.8,-31.3,2.6,46.2,17.8,-7.305,24.77031073,157.333333333333,289,131.666666666667,284.466666666667,2.31113670120898,9.31299140345792,-0.274688124656677,322.93
"177",239,1969,"Haynes, R.A.","224","Poaceae","Pentameris pallida","PP","3319AC",-33.4,19.08333333,"C3",1.66,NA,-28.2,1,46.7,45.9,-7.305,21.50133772,157.333333333333,289,131.666666666667,284.466666666667,2.31113670120898,9.31299140345792,-0.274688124656677,322.93
"178",240,1896,"Schlechter, F.R.R.","9037","Poaceae","Pentameris pallida","PP","3319AC",-33.375,19.125,"C3",1.84,NA,-29.1,0.5,45.7,83.8,-6.857648154,22.90900386,126,307,181,280.4,1.54500075494489,7.34033613445379,-0.424926400184631,293.78
"179",241,1987,"Davidse, G.","33951","Poaceae","Pentameris pallida","PP","3319AC",-33.375,19.125,"C3",1.815,NA,-30.8,1.5,43.6,28.7,-7.7495,23.78301692,102,224,122,447.65,3.63943089430895,12.3598297213622,-0.357855618000031,346.22
"180",242,1987,"Davidse, G.","33954","Poaceae","Pentameris pallida","PP","3319AC",-33.375,19.125,"C3",1.589,NA,-30.3,1.8,44.8,25.3,-7.7495,23.25513045,102,224,122,447.65,3.63943089430895,12.3598297213622,-0.357855618000031,346.22
"181",243,1964,"Taylor, H.C.","6141","Poaceae","Pentameris pallida","PP","3219AC",-32.375,19.125,"C3",1.746,NA,-27,0.5,46.1,87.2,-7.066939165,20.48618791,154,167,13,88.2,6.3,12.6,0.83394992351532,318.59
"182",246,1950,"Esterhuysen, E.E.","18158","Poaceae","Pentameris pallida","PP","3219AC",-32.375,19.125,"C3",1.647,NA,-29.2,0.6,46.1,74.9,-7.006,22.86155748,178,273,95,166.9,1.73854166666667,13.9083333333333,0.830494225025177,311.82
"183",254,1979,"Kluge, J.P.","1964","Poaceae","Koeleria capensis","KC","2430DD",-24.875,30.875,"C3",1.786,3.3,-27.1,2,45.4,22.6,-7.539666667,20.10518381,116.5,246,129.5,764.25,5.84252386002121,15.6039702233251,0.152073249220848,334.91
"184",255,1983,"Ellis, R.P.","4314","Poaceae","Koeleria capensis","KC","2430DD",-24.875,30.875,"C3",1.865,0.6,-24.9,1.9,47,25.2,-7.65725,17.68305815,121.666666666667,288.666666666667,167,670.1,3.95977307836967,13.9213716362908,-0.70896852016449,340.22
"185",256,1988,"Saayman, E.J.L.","91","Poaceae","Koeleria capensis","KC","2430DD",-24.875,30.875,"C3",1.775,NA,-27.4,1,44.9,45.1,-7.804333333,20.14771403,21,81.5,60.5,904.2,14.5784615384615,32.5373333333334,0.395882576704025,347.79
"186",257,1951,"Codd, L.E.W.","6718","Poaceae","Koeleria capensis","KC","2430DD",-24.875,30.875,"C3",1.862,NA,-27.4,1.3,45.7,36.5,-6.993443595,20.98144808,143,310.333333333333,167.333333333333,767.833333333333,4.57707220152872,14.5470809712974,0.596425831317902,312.1
"187",262,1947,"Codd, L.E.W.","3230","Poaceae","Koeleria capensis","KC","2530AC",-25.375,30.125,"C3",1.777,3.3,-27,1.9,45.8,23.5,-7.013,20.54162384,123,275,152,604.7,3.93004280821918,12.2527044025157,0.165563747286797,311.62
"188",263,1984,"Spies, J.J.","1565A","Poaceae","Koeleria capensis","KC","2530AC",-25.375,30.125,"C3",1.817,3.1,-27.5,3,45.3,15.1,-7.6955,20.36452442,102,214,112,697.1,6.16902654867257,14.5229166666667,-0.488089233636856,341.66
"189",264,1980,"Drews, B.K.","127","Poaceae","Koeleria capensis","KC","2530AC",-25.375,30.125,"C3",1.641,NA,-26.5,1.8,46.7,26,-7.5705,19.44478685,96,262,166,924.5,5.53592814371257,18.1274509803922,0.000749263912439346,336.14
"190",265,1980,"Drews, B.K.","173","Poaceae","Koeleria capensis","KC","2530AC",-25.375,30.125,"C3",1.702,NA,-26,1.7,48.4,28.1,-7.5705,18.92145791,96,262,166,924.5,5.53592814371257,18.1274509803922,0.000749263912439346,336.14
"191",266,1932,"Galpin, E.E.","s13160","Poaceae","Koeleria capensis","KC","2530AC",-25.375,30.125,"C3",1.705,0.3,-26.7,2,46.6,23,-6.906,20.33699784,103.5,270.5,167,630.95,3.74680702882246,14.0717332123412,-0.264271795749664,306.76
"192",267,1988,"Saayman, E.J.L.","90","Poaceae","Koeleria capensis","KC","2430DD",-24.875,30.875,"C3",1.806,NA,-27.9,1.2,45.4,37.1,-7.804333333,20.67242739,21,81.5,60.5,904.2,14.5784615384615,32.5373333333334,0.395882576704025,347.79
"193",270,1919,"Junod, H.A.","4086","Poaceae","Digitaria eriantha","DE","2430AA",-24.125,30.125,"C4",1.552,NA,-9.4,1.2,46.1,38.8,-6.94453502,2.478765375,164,236,72,523.9,7.17671232876712,10.478,-1.2570983171463,303.7
"194",276,1974,"Wilson, D.","PFS12A","Poaceae","Digitaria eriantha","DE","2429AA",-24.125,29.125,"C4",1.66,NA,-10.6,1.7,48.1,28.8,-7.483,3.150394178,88,251,163,587.7,3.61906735751295,17.2379220779221,-0.0570265166461468,329.19
"195",278,1974,"Wilson, D.","PFS 12","Poaceae","Digitaria eriantha","DE","2429AA",-24.125,29.125,"C4",1.669,NA,-11.5,1.4,48.1,33.6,-7.483,4.063732929,88,251,163,587.7,3.61906735751295,17.2379220779221,-0.0570265166461468,329.19
"196",279,1968,"Huntley, B.J.","972","Poaceae","Digitaria eriantha","DE","2429AA",-24.125,29.125,"C4",1.688,NA,-10.2,1.7,46.9,28.2,-7.336012423,2.893501291,129.5,291.5,162,371.75,2.28318275926971,13.8208333333334,-0.268135964870453,321.89
"197",280,1974,"Leendertz, R.","1887","Poaceae","Digitaria eriantha","DE","2429AA",-24.125,29.125,"C4",1.779,NA,-9.6,1.7,45.4,26.4,-7.483,2.137520194,88,251,163,587.7,3.61906735751295,17.2379220779221,-0.0570265166461468,329.19
"198",281,1921,"Knothe, C.","PRE 7960","Poaceae","Digitaria eriantha","DE","2429AA",-24.125,29.125,"C4",1.863,1.7,-11,2.1,46.3,22.3,-6.89513872,4.150516966,116,255,139,646.4,4.61714285714286,20.2,-0.469276905059814,304.46
"199",282,1967,"Ellis, R.P.","2050","Poaceae","Digitaria eriantha","DE","2429AA",-24.125,29.125,"C4",1.868,2.1,-10.3,1.8,48,26.9,-7.333,2.997878145,130,302.5,172.5,572.55,3.29892857142857,16.9197811447812,-0.994574308395386,320.95
"200",283,1967,"Huntley, B.J.","1556","Poaceae","Digitaria eriantha","DE","2429AA",-24.125,29.125,"C4",1.8,0.2,-11.9,2,47.3,23.8,-7.333,4.622001822,130,302.5,172.5,572.55,3.29892857142857,16.9197811447812,-0.994574308395386,320.95
