year,iso_code,collector,number,family,species,sp_code,qds,lat,long,pathway,weight,d.15NAIR,d.13CVPDB,X.N,X.C,C.N,d13_atmos,delta.disc,wetstart,wetend,wetlength,wetrain,wetdaily,wetlambda
1938,318,"Acocks, J.P.H.",63,Poaceae,Koeleria capensis,KC,2829CC,-28.875,29.125,C3,1.79,-0.6,-26.1,1.4,43,30.9,-6.9435,19.66988397,152,292,140,783.8,5.55886524822695,16.3291666666667
1947,228,"Acocks, J.P.H.",13873,Poaceae,Koeleria capensis,KC,2930AC,-29.375,30.125,C3,1.75,-4.5,-26.9,1.6,43.7,27.9,-7.013,20.43674854,110,275.5,165.5,752.3,4.495675675675675,8.652800324675326
1962,176,"Acocks, J.P.H.",22153,Poaceae,Koeleria capensis,KC,2929CB,-29.625,29.375,C3,1.618,-0.8,-26.6,1.4,43.4,30.5,-7.091,20.0421204,135,268,133,928,6.92537313432836,14.0606060606061
1936,65,"Adamson, R.S.",811,Poaceae,Koeleria capensis,KC,3318CD,-33.875,18.375,C3,1.714,2.7,-26.1,1.9,45.7,24.2,-6.939,19.67450457,146,253,107,408,3.7607136788445166,9.438729679906142
1936,76,"Adamson, R.S.",781,Poaceae,Hyparrhenia hirta,HH,3318CD,-33.875,18.375,C4,1.89,3,-10.7,1.5,45.2,29.5,-6.939,3.801677954,146,253,107,408,3.7607136788445166,9.438729679906142
1939,97,"Adamson, R.S.",2684,Poaceae,Pentameris pallida,PP,3418AB,-34.125,18.375,C3,1.717,2.5,-26.9,1.1,42.5,37.8,-6.994,20.45627376,111,254,143,643.4,4.46805555555556,9.89846153846154
1941,211,"Adamson, R.S.",3277,Poaceae,Pentameris pallida,PP,3318DD,-33.875,18.875,C3,1.707,1.3,-29.4,1.7,44.3,26,-6.999,23.07953843,99.5,266.5,167,852.45,5.0741071428571445,11.47491127260438
1942,100,"Adamson, R.S.",3451,Poaceae,Pentameris pallida,PP,3418AB,-34.125,18.375,C3,1.927,5.4,-30.1,1.4,41.7,28.9,-7.065637441,23.7492139,142,259,117,895.3,7.58728813559322,13.7738461538462
1946,106,"Adamson, R.S.",3718,Poaceae,Pentameris pallida,PP,3418AB,-34.125,18.375,C3,1.758,1.5,-29.6,2,43.3,21.9,-6.983,23.30688376,92,259,167,600.2,3.57261904761905,8.95820895522388
1948,213,"Adamson, R.S.",4074,Poaceae,Pentameris pallida,PP,3318DD,-33.875,18.875,C3,1.777,-0.4,-28.8,1.4,43.5,30.9,-7.043,22.40218287,126.5,284,157.5,570.75,3.601417084627025,8.893406460945034
1919,61,"Andreae, H.",85,Poaceae,Pentameris pallida,PP,3318CD,-33.875,18.375,C3,1.617,-1.5,-28.4,0.9,43.7,46.6,-6.94453502,22.08261114,145.8,270.4,124.6,416.9,3.2792146031542098,7.6704937739223435
1919,75,"Andreae, H.",86,Poaceae,Pentameris pallida,PP,3318CD,-33.875,18.375,C3,1.58,0.5,-29,1.4,42.6,30.2,-6.94453502,22.71417609,145.8,270.4,124.6,416.9,3.2792146031542098,7.6704937739223435
1928,150,"Bevan, N.",PRE 7602,Poaceae,Digitaria eriantha,DE,2528CC,-25.875,28.125,C4,1.94,4.5,-10.8,1.6,43.4,26.4,-6.8392439,4.003999293,105,254,149,682,4.546666666666665,15.4637429882713
1913,70,"Bolus, F.",14680,Poaceae,Pentameris pallida,PP,3318CD,-33.875,18.375,C3,1.924,4.4,-27.3,2.1,43.2,20.5,-6.867,21.00647682,124.6,234,109.4,481.64,4.653400387868614,9.49954996149404
1916,57,"Bolus, F.",14960,Poaceae,Pentameris pallida,PP,3318CD,-33.875,18.375,C3,1.873,3.9,-27.8,1.3,40.7,30.5,-6.8975,21.50020572,113,262,149,602.2166666666667,4.024530228758168,8.094939475871996
1915,64,"Bolus, H.M.L.",14741,Poaceae,Pentameris pallida,PP,3318CD,-33.98333333,18.41666667,C3,1.794,0.5,-28.2,1.4,44.2,32.7,-6.878861797,21.93984174,74,262.4,188.4,801.42,4.25074795923296,9.703722373952075
2007,334,"Bouchenak-Khelladi, Y",YBK 163,Poaceae,Digitaria eriantha,DE,2531BB,-25.1241,31.5547,C4,1.861,0.6,-12.5,2.8,43.4,15.3,-8.26651815,4.287070228,127.5,271.5,144,289.95000000000005,13.487867647058824,13.487867647058824
2007,326,"Bouchenak-Khelladi, Y",YBK 235,Poaceae,Digitaria eriantha,DE,2331DC,-23.5233,31.3504,C4,1.828,1.3,-13.1,1.8,41.8,23.5,-8.26651815,4.897640946,171,278,107,220.10000000000002,12.9470588235294,12.9470588235294
2007,333,"Bouchenak-Khelladi, Y",YBK 133,Poaceae,Digitaria eriantha,DE,2531BB,-25.1134,31.4619,C4,1.724,2.7,-13.5,2.4,47.4,19.4,-8.26651815,5.30510071,127.5,271.5,144,289.95000000000005,13.487867647058824,13.487867647058824
1978,154,"Boucher, C.",3490,Poaceae,Koeleria capensis,KC,3418BB,-34.125,18.875,C3,1.822,-1.2,-27.5,0.8,43.8,57.8,-7.502,20.56349614,87,304,217,507.4,2.32752293577982,8.6
1979,197,"Brooks, W.",85,Poaceae,Digitaria eriantha,DE,2627CA,-26.625,27.125,C4,1.862,1.2,-10.9,1.3,42.9,32.8,-7.539666667,3.397364608,106.66666666666667,248.33333333333334,141.66666666666666,339.1,2.3789309683604998,8.775872120959727
1919,189,"Bryant, E.G.",A23,Poaceae,Hyparrhenia hirta,HH,2628AA,-26.125,28.125,C4,1.799,10.1,-10.4,2.1,45.6,22,-6.94453502,3.491779487,96.66666666666667,250.66666666666666,154,633.1333333333333,4.133967186011345,10.356095572902143
1911,198,"Burtt Davy, J.",11459,Poaceae,Digitaria eriantha,DE,2627CA,-26.625,27.125,C4,1.886,5,-11.1,2.4,46.1,19,-6.888546675,4.258725175,104,322,218,592.7,2.70639269406393,7.40875
1936,25,"Chippindall, L.K.A.",240,Poaceae,Hyparrhenia hirta,HH,2528CA,-25.625,28.125,C4,1.795,3.8,-11,1.9,39.8,20.6,-6.939,4.106167846,170.33333333333334,327,156.66666666666666,638.9666666666667,4.0939787244872,15.460565961626166
1978,160,"Cleghorn, W.B.",3115,Poaceae,Koeleria capensis,KC,3419BD,-34.375,19.875,C3,1.771,0.1,-27.6,1.5,43.9,28.8,-7.502,20.6684492,202,249,47,218.4,4.55,12.8470588235294
1978,159,"Cleghorn, W.B.",3150,Poaceae,Koeleria capensis,KC,3419BD,-34.375,19.875,C3,1.759,-1.8,-25.8,1.1,43.9,38.4,-7.502,18.78259084,202,249,47,218.4,4.55,12.8470588235294
1978,159,"Cleghorn, W.B.",3150,Poaceae,Koeleria capensis,KC,3419BD,-34.375,19.875,C3,1.827,-3.8,-27.3,0.6,42.8,71.4,-7.502,20.35365478,202,249,47,218.4,4.55,12.8470588235294
1947,262,"Codd, L.E.W.",3230,Poaceae,Koeleria capensis,KC,2530AC,-25.375,30.125,C3,1.777,3.3,-27,1.9,45.8,23.5,-7.013,20.54162384,123,275,152,604.7,3.93004280821918,12.2527044025157
1951,257,"Codd, L.E.W.",6718,Poaceae,Koeleria capensis,KC,2430DD,-24.875,30.875,C3,1.862,NA,-27.4,1.3,45.7,36.5,-6.993443595,20.98144808,143,310.3333333333333,167.33333333333334,767.8333333333334,4.577072201528717,14.547080971297433
1937,192,"Cohen, E.",672,Poaceae,Hyparrhenia hirta,HH,2628AA,-26.125,28.125,C4,1.668,9.4,-9.3,1.8,42,23.4,-6.95,2.372060159,130,256.25,126.25,621.9125,4.996508535857773,11.637800448747527
1937,128,"Cohen, E.",671,Poaceae,Hyparrhenia hirta,HH,2627BB,-26.125,27.875,C4,1.681,1.7,-10.6,1,42.2,42.6,-6.95,3.689104508,129.6,285,155.4,719.34,4.601059720869846,12.118462338707488
1932,5,"Cronje, T.",12,Poaceae,Hyparrhenia hirta,HH,2528CA,-25.625,28.125,C4,1.675,3.8,-10.8,1.3,40.6,31.4,-6.906,3.936514355,111,262,151,502.35,3.304934210526315,9.38925576519916
1987,241,"Davidse, G.",33951,Poaceae,Pentameris pallida,PP,3319AC,-33.375,19.125,C3,1.815,NA,-30.8,1.5,43.6,28.7,-7.7495,23.78301692,102,224,122,447.65,3.639430894308945,12.35982972136225
1987,242,"Davidse, G.",33954,Poaceae,Pentameris pallida,PP,3319AC,-33.375,19.125,C3,1.589,NA,-30.3,1.8,44.8,25.3,-7.7495,23.25513045,102,224,122,447.65,3.639430894308945,12.35982972136225
1952,32,de Wet,20,Poaceae,Digitaria eriantha,DE,2528CA,-25.625,28.125,C4,1.857,5.4,-10.8,2,39.9,20.1,-6.996541783,3.844984045,101,246,145,518.35,3.55036599099099,13.77007575757575
1956,10,de Wet,1469,Poaceae,Digitaria eriantha,DE,2528CA,-25.625,28.125,C4,1.762,2.3,-10.1,1.8,42.6,23.4,-7.064993826,3.065972497,114.33333333333333,289.6666666666667,175.33333333333334,653.9,3.75894866566822,13.927906099033834
1924,26,"Dickson, J.",56,Poaceae,Hyparrhenia hirta,HH,2528CA,-25.625,28.125,C4,1.584,2.3,-10.8,1.1,42.5,40.4,-6.887,3.955721795,133,264,131,513.2,3.887878787878785,8.60551782682513
1924,45,"Dickson, J.",PRE 54,Poaceae,Digitaria eriantha,DE,2528CA,-25.625,28.125,C4,1.907,1.7,-9.5,1.2,42.4,35.9,-6.887,2.638061585,133,264,131,513.2,3.887878787878785,8.60551782682513
1980,265,"Drews, B.K.",173,Poaceae,Koeleria capensis,KC,2530AC,-25.375,30.125,C3,1.702,NA,-26,1.7,48.4,28.1,-7.5705,18.92145791,96,262,166,924.5,5.53592814371257,18.1274509803922
1980,264,"Drews, B.K.",127,Poaceae,Koeleria capensis,KC,2530AC,-25.375,30.125,C3,1.641,NA,-26.5,1.8,46.7,26,-7.5705,19.44478685,96,262,166,924.5,5.53592814371257,18.1274509803922
1975,178,"Du Toit, P.C.V.",705,Poaceae,Koeleria capensis,KC,2929CB,-29.625,29.375,C3,1.644,-3.4,-27.8,1.4,44.7,32.9,-7.417666667,20.96516492,119,276,157,706.3,4.47025316455696,9.41733333333333
1975,305,"Du Toit, P.C.V.",526,Poaceae,Digitaria eriantha,DE,2428DA,-24.625,28.625,C4,1.771,5.2,-10.5,1.9,46.3,23.9,-7.417666667,3.115041267,153,284.5,131.5,665.45,5.03941176470588,15.738095238095202
1975,308,"Du Toit, P.C.V.",595,Poaceae,Digitaria eriantha,DE,2428DA,-24.625,28.625,C4,1.728,NA,-10.7,0.6,46.3,77.1,-7.417666667,3.317834159,153,284.5,131.5,665.45,5.03941176470588,15.738095238095202
1975,173,"Du Toit, P.C.V.",696,Poaceae,Koeleria capensis,KC,2929CB,-29.625,29.375,C3,1.744,-3.9,-27.2,1.7,44.2,26.4,-7.417666667,20.33545779,119,276,157,706.3,4.47025316455696,9.41733333333333
1975,177,"Du Toit, P.C.V.",704A,Poaceae,Koeleria capensis,KC,2929CB,-29.625,29.375,C3,1.711,-5.3,-28,1.4,44.8,32.3,-7.417666667,21.17524005,119,276,157,706.3,4.47025316455696,9.41733333333333
1975,307,"Du Toit, P.C.V.",483,Poaceae,Digitaria eriantha,DE,2428DA,-24.625,28.625,C4,1.93,NA,-11.2,0.5,48.1,91.2,-7.417666667,3.825175297,153,284.5,131.5,665.45,5.03941176470588,15.738095238095202
1975,179,"Du Toit, P.C.V.",703,Poaceae,Koeleria capensis,KC,2929CB,-29.625,29.375,C3,1.773,-3.6,-28.1,1.7,44.2,26.1,-7.417666667,21.28031005,119,276,157,706.3,4.47025316455696,9.41733333333333
1976,319,"Du Toit, P.C.V.",1764,Poaceae,Pentameris pallida,PP,3319CB,-33.625,19.375,C3,1.611,NA,-27.5,0.5,47.7,90.6,-7.4425,20.62467866,127.5,214,86.5,293.95,3.163214670981665,20.35564102564105
1976,89,"Du Toit, P.C.V.",1519,Poaceae,Hyparrhenia hirta,HH,3318CD,-33.875,18.375,C4,1.814,1,-12.3,1.3,44.3,35.2,-7.4425,4.917991293,145.5,281,135.5,626,4.203504322889915,10.024821820175456
1976,54,"Du Toit, P.C.V.",1527,Poaceae,Hyparrhenia hirta,HH,3318CD,-33.875,18.375,C4,1.64,3,-11.1,0.9,43.9,47.7,-7.4425,3.698553949,145.5,281,135.5,626,4.203504322889915,10.024821820175456
1976,77,"Du Toit, P.C.V.",1502,Poaceae,Pentameris pallida,PP,3318CD,-33.875,18.375,C3,1.725,1.9,-28.8,0.7,42.6,57,-7.4425,21.99083608,145.5,281,135.5,626,4.203504322889915,10.024821820175456
1976,85,"Du Toit, P.C.V.",1508,Poaceae,Pentameris pallida,PP,3318CD,-33.91944444,18.39861111,C3,1.572,0.8,-29.8,1.1,44.5,40.9,-7.4425,23.04421769,145.5,281,135.5,626,4.203504322889915,10.024821820175456
1976,158,"Du Toit, P.C.V.",1877,Poaceae,Koeleria capensis,KC,3419BD,-34.375,19.875,C3,1.624,-2.2,-27.8,1.9,42.9,22.8,-7.4425,20.93962148,116,224,108,321.3,2.94770642201835,11.9
1977,169,"Du Toit, P.C.V.",2503,Poaceae,Koeleria capensis,KC,2929BC,-29.375,29.625,C3,1.81,0.2,-26.5,2.2,44.2,20,-7.4844,19.53323061,87.5,266,178.5,823.7,4.67171617471956,15.5877316403569
1977,180,"Du Toit, P.C.V.",2299,Poaceae,Koeleria capensis,KC,2929CB,-29.625,29.375,C3,1.921,0.4,-26.3,2.5,43.1,17.3,-7.4844,19.32381637,87,281,194,803.8,4.12205128205128,11.0109589041096
1976,63,"Du Toit, PCV",1522,Poaceae,Pentameris pallida,PP,3318CD,-33.875,18.375,C3,1.953,4.4,-29.2,1.8,41.6,23.3,-7.4425,22.41192831,145.5,281,135.5,626,4.203504322889915,10.024821820175456
1976,86,"Du Toit, PCV",1524,Poaceae,Pentameris pallida,PP,3318CD,-33.875,18.375,C3,1.64,3,-28.4,2.1,42.1,20.1,-7.4425,21.57009057,145.5,281,135.5,626,4.203504322889915,10.024821820175456
1978,72,"Durand, B.J.",343,Poaceae,Pentameris pallida,PP,3318CD,-33.875,18.375,C3,1.759,1.4,-28.2,2.1,45.3,21.9,-7.502,21.29862112,107.75,276.25,168.5,487.925,3.170598396654035,8.4068857531934
1955,302,"Edwards, D.",640,Poaceae,Koeleria capensis,KC,2828DD,-28.875,28.875,C3,1.804,NA,-26.6,0.6,45.2,81.9,-7.049520585,20.08473332,86,247,161,1078.5,6.65740740740741,15.8602941176471
1985,130,Ekokonsult,33-41,Poaceae,Hyparrhenia hirta,HH,2528CC,-25.875,28.125,C4,1.927,1.3,-12.1,1.8,43.4,24.6,-7.706,4.447818605,125.5,257,131.5,541.7,4.17058440790252,11.71559714795008
1967,282,"Ellis, R.P.",2050,Poaceae,Digitaria eriantha,DE,2429AA,-24.125,29.125,C4,1.868,2.1,-10.3,1.8,48,26.9,-7.333,2.997878145,130,302.5,172.5,572.55,3.29892857142857,16.91978114478115
1970,49,"Ellis, R.P.",126,Poaceae,Digitaria eriantha,DE,2528CA,-25.625,28.125,C4,1.621,5.3,-11.5,2,42.4,21.6,-7.318156423,4.230494261,101,204,103,450.05,4.41705225773719,13.20277272727275
1970,108,"Ellis, R.P.",158,Poaceae,Hyparrhenia hirta,HH,2528CB,-25.625,28.375,C4,1.955,4.1,-10.8,0.6,42.9,77.4,-7.318156423,3.519858044,104,231,127,620.1,4.84453125,12.1588235294118
1970,27,"Ellis, R.P.",134,Poaceae,Hyparrhenia hirta,HH,2528CA,-25.625,28.125,C4,1.955,2.6,-11.5,1,42.1,41.9,-7.318156423,4.230494261,101,204,103,450.05,4.41705225773719,13.20277272727275
1972,43,"Ellis, R.P.",1028,Poaceae,Digitaria eriantha,DE,2528CA,-25.625,28.125,C4,1.784,1.8,-10.9,2.6,44.5,17.3,-7.356,3.583055303,120,268,148,642.2,4.31006711409396,12.844
1972,41,"Ellis, R.P.",1327,Poaceae,Digitaria eriantha,DE,2528CA,-25.625,28.125,C4,1.898,6.7,-11.7,1.7,42.9,25.5,-7.356,4.39542649,120,268,148,642.2,4.31006711409396,12.844
1972,304,"Ellis, R.P.",1025,Poaceae,Digitaria eriantha,DE,2428DA,-24.625,28.625,C4,1.672,NA,-11.5,1.6,45.7,29.1,-7.356,4.19221042,110,269.5,159.5,594.4000000000001,3.71440300258034,14.216923076923074
1972,321,"Ellis, R.P.",1258,Poaceae,Pentameris pallida,PP,3319CB,-33.625,19.375,C3,1.795,4.2,-28,1.9,47,25.1,-7.356,21.23868313,117,263.5,146.5,197.04999999999998,1.3338136605993731,13.095676691729345
1973,316,"Ellis, R.P.",1412,Poaceae,Koeleria capensis,KC,2829CC,-28.875,29.125,C3,1.789,NA,-26.7,1.2,44.5,38.5,-7.39275,19.8368951,124,252,128,496.1,3.84573643410853,11.8119047619048
1973,313,"Ellis, R.P.",1431,Poaceae,Koeleria capensis,KC,2829CC,-28.875,29.125,C3,1.859,3.5,-24.6,1.8,46.8,25.3,-7.39275,17.64122411,124,252,128,496.1,3.84573643410853,11.8119047619048
1974,107,"Ellis, R.P.",2312,Poaceae,Pentameris pallida,PP,3418AB,-34.125,18.375,C3,1.943,1.1,-28.1,0.9,42.9,48.3,-7.483,21.21308777,119,260,141,1109.1,7.81056338028169,17.0630769230769
1974,210,"Ellis, R.P.",2229,Poaceae,Pentameris pallida,PP,3318DD,-33.875,18.875,C3,1.912,-2.9,-30.4,1.9,45.3,23.5,-7.483,23.6355198,119,298,179,751.3,4.173888888888889,10.42741228070177
1974,78,"Ellis, R.P.",2306,Poaceae,Pentameris pallida,PP,3318CD,-33.875,18.375,C3,1.764,1.9,-30.7,1.5,52,33.6,-7.483,23.95233674,120.6,257,136.4,805.24,5.753028316061042,13.74715926379312
1974,214,"Ellis, R.P.",2263,Poaceae,Pentameris pallida,PP,3318DD,-33.875,18.875,C3,1.82,-0.7,-28.3,2,44.8,22.3,-7.483,21.42327879,119,298,179,751.3,4.173888888888889,10.42741228070177
1974,60,"Ellis, R.P.",2307,Poaceae,Pentameris pallida,PP,3318CD,-33.875,18.375,C3,1.524,4.9,-28.9,1.1,42.6,39.2,-7.483,22.05437133,120.6,257,136.4,805.24,5.753028316061042,13.74715926379312
1974,206,"Ellis, R.P.",2210,Poaceae,Pentameris pallida,PP,3318DD,-33.875,18.875,C3,1.783,1.9,-28.8,0.9,39.2,44.1,-7.483,21.94913509,119,298,179,751.3,4.173888888888889,10.42741228070177
1974,216,"Ellis, R.P.",2262,Poaceae,Pentameris pallida,PP,3318DD,-33.875,18.875,C3,1.809,-0.6,-28.1,1.2,44.3,36.7,-7.483,21.21308777,119,298,179,751.3,4.173888888888889,10.42741228070177
1974,98,"Ellis, R.P.",2316,Poaceae,Pentameris pallida,PP,3418AB,-34.125,18.375,C3,1.945,1.8,-30.3,2.9,44.6,15.5,-7.483,23.52995772,119,260,141,1109.1,7.81056338028169,17.0630769230769
1974,215,"Ellis, R.P.",2223,Poaceae,Pentameris pallida,PP,3318DD,-33.875,18.875,C3,1.755,-2.1,-28.7,1.6,44.8,27.4,-7.483,21.84392052,119,298,179,751.3,4.173888888888889,10.42741228070177
1983,255,"Ellis, R.P.",4314,Poaceae,Koeleria capensis,KC,2430DD,-24.875,30.875,C3,1.865,0.6,-24.9,1.9,47,25.2,-7.65725,17.68305815,121.66666666666667,288.6666666666667,167,670.1,3.9597730783696665,13.921371636290834
1935,93,"Esterhuysen, E.E.",598,Poaceae,Pentameris pallida,PP,3318CD,-33.96666667,18.41666667,C3,1.871,2.4,-28.5,1,41.9,42.3,-6.976,22.15542975,107.25,272.5,165.25,559.9,3.2072510972775676,10.45208923328816
1935,55,"Esterhuysen, E.E.",589,Poaceae,Koeleria capensis,KC,3318CD,-33.875,18.375,C3,1.938,1.2,-27.4,1.3,42.2,31.9,-6.976,20.9993831,107.25,272.5,165.25,559.9,3.2072510972775676,10.45208923328816
1940,59,"Esterhuysen, E.E.",11753,Poaceae,Pentameris pallida,PP,3318CD,-33.875,18.375,C3,1.744,2,-28.5,1,42.7,43.7,-6.938,22.19454452,116,256.5,140.5,533.1999999999999,3.60700667033935,10.778137364688305
1950,246,"Esterhuysen, E.E.",18158,Poaceae,Pentameris pallida,PP,3219AC,-32.375,19.125,C3,1.647,NA,-29.2,0.6,46.1,74.9,-7.006,22.86155748,178,273,95,166.9,1.73854166666667,13.9083333333333
1953,66,"Esterhuysen, E.E.",22181,Poaceae,Pentameris pallida,PP,3318CD,-33.95,18.41666667,C3,1.872,3.8,-27.4,0.9,44.2,48.8,-7.010270232,20.96414741,96.33333333333333,232.66666666666666,136.33333333333334,475.7,3.4798464132586266,8.961748095613357
1954,88,"Esterhuysen, E.E.",22651,Poaceae,Pentameris pallida,PP,3318CD,-33.95,18.4,C3,1.802,-0.9,-27.4,1.3,45.3,34.6,-7.02960461,20.94426834,116.33333333333333,220.66666666666666,104.33333333333333,538.4333333333334,5.174497562804651,11.361698443400586
1958,90,"Esterhuysen, E.E.",27950,Poaceae,Pentameris pallida,PP,3318CD,-33.95,18.4,C3,1.901,2.9,-27.4,0.7,44.1,65.4,-7.066575548,20.90625586,106.8,243.6,136.8,407.38,2.95558129694277,8.578054093567253
1963,82,"Esterhuysen, E.E.",30036,Poaceae,Pentameris pallida,PP,3318CD,-33.995,18.41666667,C3,1.532,2.2,-30.5,1.3,43.8,34.4,-7.055,24.18256833,140.2,261.6,121.4,449.54,3.969436330035728,9.708428830697416
1973,68,"Esterhuysen, E.E.",33325,Poaceae,Pentameris pallida,PP,3318CD,-33.875,18.375,C3,1.95,2,-28.6,1,41.8,43.1,-7.39275,21.83163475,132.5,264.5,132,375.25,2.75299288808961,7.671550517554947
1973,165,"Esterhuysen, E.E.",33339,Poaceae,Pentameris pallida,PP,3319AD,-33.375,19.375,C3,1.702,5.4,-29.9,0.7,45.9,63.4,-7.39275,23.20095866,181,279,98,341.5,3.44949494949495,12.6481481481481
1949,212,"Esterhuysen, EE",15995,Poaceae,Pentameris pallida,PP,3318DD,-33.875,18.875,C3,1.901,3.6,-29.2,2.5,44.7,18,-7.03233859,22.83442667,112,248,136,420.54999999999995,3.06970802919708,9.089262523191088
1952,79,"Fairall, A.R.",248,Poaceae,Pentameris pallida,PP,3318CD,-33.98333333,18.41666667,C3,1.657,-0.2,-30,1.3,45.2,33.7,-6.996541783,23.71490538,147,275.5,128.5,503.52500000000003,4.08237635641301,9.87268860517148
1919,309,"Galpin, E.E.",393,Poaceae,Digitaria eriantha,DE,2428DA,-24.625,28.625,C4,1.988,NA,-9.9,1.5,42.7,29.4,-6.94453502,2.985016645,175,262,87,387.5,4.40340909090909,16.1458333333333
1929,284,"Galpin, E.E.",8874,Poaceae,Digitaria eriantha,DE,2429AA,-24.125,29.125,C4,1.639,3.5,-10.5,2.4,44.3,18.3,-6.841285714,3.697538439,129,276,147,501.1,3.38581081081081,16.1645161290323
1932,266,"Galpin, E.E.",s13160,Poaceae,Koeleria capensis,KC,2530AC,-25.375,30.125,C3,1.705,0.3,-26.7,2,46.6,23,-6.906,20.33699784,103.5,270.5,167,630.95,3.746807028822455,14.071733212341176
1951,81,"Garside, S.",25439,Poaceae,Pentameris pallida,PP,3318CD,-33.875,18.375,C3,1.576,0.9,-29.2,0.7,43.7,62.8,-6.993443595,22.87449156,99.25,226.5,127.25,686.125,4.943934268884642,9.52187890842328
1974,103,"Goldblatt, P.",3321,Poaceae,Pentameris pallida,PP,3418AB,-34.125,18.375,C3,1.448,4.7,-31.2,3.3,45.5,14,-7.483,24.48080099,119,260,141,1109.1,7.81056338028169,17.0630769230769
1979,166,"Goldblatt, P.",5234,Poaceae,Pentameris pallida,PP,3319AD,-33.375,19.375,C3,1.797,-2.5,-29.4,1.2,43.8,35.3,-7.539666667,22.52249468,141,294,153,383.6,2.49090909090909,10.6555555555556
1930,116,"Goossens, A.P.G.",128,Poaceae,Hyparrhenia hirta,HH,2528CB,-25.625,28.375,C4,1.671,4.7,-10.7,1,42.3,43.2,-6.933243381,3.807496835,95,269,174,828.3,4.73314285714286,12.3626865671642
1931,293,"Goossens, A.P.G.",869,Poaceae,Digitaria eriantha,DE,2827DD,-28.875,27.875,C4,1.846,5,-10.5,2,43.5,21.8,-6.9815,3.555836281,166.5,296.5,130,675.8,5.14411198600175,12.528833333333335
1931,297,"Goossens, A.P.G.",808,Poaceae,Digitaria eriantha,DE,2827DD,-28.875,27.875,C4,1.702,2.2,-10.7,2.9,46.2,16.1,-6.9815,3.758718286,166.5,296.5,130,675.8,5.14411198600175,12.528833333333335
1971,19,"Hanekom, W.J.",1706,Poaceae,Hyparrhenia hirta,HH,2528CA,-25.625,28.125,C4,1.87,8.7,-10.5,1.3,43.2,32.4,-7.3475,3.185952501,101,300,199,876.3,4.3815,15.9327272727273
2005,325,"Hauser, JR; Vaughan, AK",s.n.,Poaceae,Digitaria eriantha,DE,2231CA,22.4129,-22.4129,C4,1.694,NA,-13,1.5,45.8,30.6,-8.206351483,4.856786744,118,240,122,293.29999999999995,13.9666666666667,13.9666666666667
1969,239,"Haynes, R.A.",224,Poaceae,Pentameris pallida,PP,3319AC,-33.4,19.08333333,C3,1.66,NA,-28.2,1,46.7,45.9,-7.305,21.50133772,157.33333333333334,289,131.66666666666666,284.46666666666664,2.31113670120898,9.31299140345792
1975,203,"Haynes, R.A.",1199,Poaceae,Pentameris pallida,PP,3318DD,-33.875,18.875,C3,1.562,0.9,-27.3,2.3,47.3,20.6,-7.417666667,20.44035503,106,226,120,529.2,4.360156410784115,10.737132352941174
1925,148,"Hector, J.",1011,Poaceae,Hyparrhenia hirta,HH,2528CC,-25.875,28.125,C4,1.899,4,-9.7,1.2,42.1,34,-6.968,2.758759972,118.5,308,189.5,847.8499999999999,4.452069079673365,10.278893623273564
1925,145,"Hector, J.",1010,Poaceae,Digitaria eriantha,DE,2528CC,-25.875,28.125,C4,1.894,4.4,-10.6,2.1,43.5,20.8,-6.968,3.670911664,118.5,308,189.5,847.8499999999999,4.452069079673365,10.278893623273564
1983,167,"Hilliard, O.M.",16964,Poaceae,Koeleria capensis,KC,2929BC,-29.375,29.625,C3,1.674,-2.1,-27,1,42.5,41.5,-7.65725,19.8794964,63,230.5,167.5,541.8,3.3466875182909,12.722858701582101
1983,171,"Hilliard, O.M.",16245,Poaceae,Koeleria capensis,KC,2929BC,-29.375,29.625,C3,1.559,10.3,-23.7,1.2,44.6,35.9,-7.65725,16.43219297,63,230.5,167.5,541.8,3.3466875182909,12.722858701582101
1929,92,"Hitchcock, A.S.",24082,Poaceae,Hyparrhenia hirta,HH,3318CD,-33.875,18.375,C4,1.76,5.2,-10.9,0.9,44.8,47.2,-6.841285714,4.103441801,114.66666666666667,259,144.33333333333334,434.56666666666666,2.9225308239786965,7.11436434847042
1967,283,"Huntley, B.J.",1556,Poaceae,Digitaria eriantha,DE,2429AA,-24.125,29.125,C4,1.8,0.2,-11.9,2,47.3,23.8,-7.333,4.622001822,130,302.5,172.5,572.55,3.29892857142857,16.91978114478115
1968,279,"Huntley, B.J.",972,Poaceae,Digitaria eriantha,DE,2429AA,-24.125,29.125,C4,1.688,NA,-10.2,1.7,46.9,28.2,-7.336012423,2.893501291,129.5,291.5,162,371.75,2.2831827592697147,13.82083333333335
1968,285,"Huntley, B.J.",1193,Poaceae,Digitaria eriantha,DE,2429AA,-24.125,29.125,C4,1.665,NA,-12,1.8,45,24.8,-7.336012423,4.7206352,129.5,291.5,162,371.75,2.2831827592697147,13.82083333333335
1955,188,"Jacot Guillarmod, A.F.M.G.",2344,Poaceae,Koeleria capensis,KC,2929AD,-29.375,29.375,C3,1.608,-0.2,-25.6,2.7,62.1,22.7,-7.049520585,19.03784833,118,253,135,892.9,6.56544117647059,13.3268656716418
